동,호,타입,대지비,건축비,부가가치세,분양가,1차계약금,1차계약금,중도금1회,중도금2회,중도금3회,중도금4회,중도금5회,중도금6회,잔금
102,2001,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
102,2101,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
102,302,61B,0,0,0,"263,000,000","5,000,000","21,300,000",0,0,0,0,0,0,"236,700,000"
102,402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,502,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,602,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,702,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,802,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,902,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1002,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1102,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1202,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1302,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
102,1502,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,1602,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,1702,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,1802,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,1902,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,2002,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,2102,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
102,303,61A,0,0,0,"268,000,000","5,000,000","21,800,000",0,0,0,0,0,0,"241,200,000"
102,403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,503,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,603,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,703,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,803,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,903,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1003,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1103,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1203,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1303,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
102,1503,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
102,1603,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
102,1703,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,101,61A,0,0,0,"264,000,000","5,000,000","21,400,000",0,0,0,0,0,0,"237,600,000"
103,201,61A,0,0,0,"266,000,000","5,000,000","21,600,000",0,0,0,0,0,0,"239,400,000"
103,301,61A,0,0,0,"268,000,000","5,000,000","21,800,000",0,0,0,0,0,0,"241,200,000"
103,401,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,501,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,601,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,701,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,801,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,901,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1001,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1101,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1201,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1301,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1401,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1501,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1601,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1701,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1801,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1901,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,102,61B,0,0,0,"260,000,000","5,000,000","21,000,000",0,0,0,0,0,0,"234,000,000"
103,202,61B,0,0,0,"261,000,000","5,000,000","21,100,000",0,0,0,0,0,0,"234,900,000"
103,302,61B,0,0,0,"263,000,000","5,000,000","21,300,000",0,0,0,0,0,0,"236,700,000"
103,402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,502,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,602,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,702,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,802,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,902,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1002,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1102,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1202,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1302,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
103,1502,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
103,1602,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
103,1702,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
103,1802,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
103,1902,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
103,103,61A,0,0,0,"264,000,000","5,000,000","21,400,000",0,0,0,0,0,0,"237,600,000"
103,203,61A,0,0,0,"266,000,000","5,000,000","21,600,000",0,0,0,0,0,0,"239,400,000"
103,303,61A,0,0,0,"268,000,000","5,000,000","21,800,000",0,0,0,0,0,0,"241,200,000"
103,403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,503,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,603,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,703,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,803,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,903,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1003,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1103,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1203,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1303,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
103,1503,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1603,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
103,1703,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,101,61A,0,0,0,"264,000,000","5,000,000","21,400,000",0,0,0,0,0,0,"237,600,000"
104,201,61A,0,0,0,"266,000,000","5,000,000","21,600,000",0,0,0,0,0,0,"239,400,000"
104,301,61A,0,0,0,"268,000,000","5,000,000","21,800,000",0,0,0,0,0,0,"241,200,000"
104,401,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,501,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,601,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,701,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,801,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,901,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1001,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1101,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1201,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1301,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1401,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1501,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1601,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1701,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1801,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1901,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2001,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2101,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2201,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,102,61B,0,0,0,"260,000,000","5,000,000","21,000,000",0,0,0,0,0,0,"234,000,000"
104,202,61B,0,0,0,"261,000,000","5,000,000","21,100,000",0,0,0,0,0,0,"234,900,000"
104,302,61B,0,0,0,"263,000,000","5,000,000","21,300,000",0,0,0,0,0,0,"236,700,000"
104,402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
